,AIRPORT,LATITUDE,LONGITUDE,DISPLAY_AIRPORT_NAME
9356,SBP,35.23722222,-120.6425,San Luis County Regional
9358,SBS,40.51611111,-106.86638889,Steamboat Springs/Bob Adams Field
9360,SBT,34.0675,-117.27472222,Tri-City
9368,SBY,38.34055556,-75.51027778,Salisbury-Ocean City/Wicomico Regional
9371,SC1,32.4775,-80.72305556,Beaufort MCAS
9372,SC2,34.31555556,-81.10888889,Fairfield County
9373,SC3,33.82861111,-79.12222222,Conway-Horry County
9376,SCC,70.19555556,-148.46583333,Deadhorse Airport
9378,SCE,40.84916667,-77.84861111,University Park
9379,SCF,33.62277778,-111.91055556,Scottsdale
9381,SCH,42.8525,-73.92861111,Schenectady County
9383,SCJ,55.45472222,-132.35194444,Smith Cove Airport
9385,SCK,37.89416667,-121.23833333,Stockton Metropolitan
9391,SCM,61.84444444,-165.57361111,Scammon Bay Airport
9413,SD1,44.70055556,-100.10138889,Onida Municipal
9423,SDF,38.17416667,-85.73638889,Louisville International-Standiford Field
9433,SDM,32.57222222,-116.98027778,Brown Field Municipal
9437,SDP,55.31361111,-160.52138889,Sand Point
9450,SDX,34.84861111,-111.78833333,Sedona Airport
9452,SDY,47.70694444,-104.1925,Sidney/Richland Municipal
9457,SEA,47.45,-122.31166667,Seattle/Tacoma International
9462,SEE,32.82611111,-116.9725,Gillespie Field
9464,SEF,27.45638889,-81.3425,Sebring Regional
9466,SEG,40.82111111,-76.86416667,Penn Valley
9469,SEM,32.34388889,-86.98777778,Craig Field
9477,SER,38.92472222,-85.90833333,Freeman Municipal
9478,SES,32.45,-86.95,Selfield
9488,SFB,28.77694444,-81.235,Orlando Sanford International
9495,SFF,47.68305556,-117.32277778,Felts Field
9506,SFM,43.39388889,-70.70805556,Sanford Seacoast Regional
9509,SFO,37.61888889,-122.37555556,San Francisco International
9519,SFZ,41.92083333,-71.49138889,North Central State
9528,SGF,37.24555556,-93.38861111,Springfield-Branson National
9532,SGH,39.84027778,-83.84027778,Springfield-Beckley Municipal
9546,SGR,29.62222222,-95.65666667,Sugar Land Regional
9548,SGT,34.59944444,-91.575,Stuttgart Municipal
9550,SGU,37.03638889,-113.51027778,St George Municipal
9551,SGW,56.88333333,-134.15,Saginaw
9558,SGY,59.46,-135.31555556,Skagway Airport
9569,SHD,38.26388889,-78.89638889,Shenandoah Valley Regional
9572,SHG,66.88805556,-157.1625,Shungnak Airport
9574,SHH,66.24944444,-166.08944444,Shishmaref Airport
9583,SHN,47.23361111,-123.1475,Sanderson Field
9588,SHR,44.76916667,-106.98027778,Sheridan County
9591,SHV,32.44666667,-93.82555556,Shreveport Regional
9595,SHX,62.69222222,-159.56916667,Shageluk Airport
9606,SIK,36.89888889,-89.56166667,Sikeston Memorial Municipal
9618,SIT,57.04694444,-135.36111111,Sitka Rocky Gutierrez
9622,SIY,41.78138889,-122.46805556,Siskiyou County
9625,SJC,37.36277778,-121.92916667,Norman Y. Mineta San Jose International
9640,SJN,34.51861111,-109.37888889,St. Johns Industrial Air Park
9651,SJT,31.35777778,-100.49638889,San Angelo Regional/Mathis Field
9667,SKA,47.615,-117.65583333,Fairchild AFB
9681,SKF,29.38416667,-98.58111111,Lackland AFB (Kelly Field Annex)
9684,SKJ,56.53277778,-154.11388889,Sitkinak CGS
9686,SKK,64.37111111,-161.22388889,Shaktoolik Airport
9702,SKW,61.96611111,-151.19527778,Skwentna Airport
9706,SKY,41.43333333,-82.65222222,Griffing Sandusky
9713,SLB,42.59722222,-95.24055556,Storm Lake Municipal
9716,SLC,40.78833333,-111.97777778,Salt Lake City International
9722,SLE,44.90944444,-123.0025,McNary Field
9731,SLJ,33.29888889,-111.91555556,Stellar Airpark
9733,SLK,44.38527778,-74.20611111,Adirondack Regional
9739,SLN,38.79055556,-97.65222222,Salina Regional
9741,SLO,38.64277778,-88.96416667,Salem/Leckrone
9744,SLQ,61.70055556,-157.16583333,Sleetmute Airport
9746,SLR,33.15972222,-95.62111111,Sulphur Springs Municipal
9750,SLT,38.53833333,-106.04861111,Harriet Alexander Field
9774,SME,37.05361111,-84.61555556,Lake Cumberland Regional
9776,SMF,38.69555556,-121.59083333,Sacramento International
9781,SMK,63.49,-162.11027778,St. Michael Airport
9786,SMN,45.12333333,-113.88138889,Lemhi County
9788,SMO,34.01583333,-118.45138889,Santa Monica Municipal
9789,NJ3,40.62611111,-74.67027778,Somerset
9798,SMU,61.81138889,-147.50916667,Sheep Mountain Airport
9803,SMX,34.9,-120.45805556,Santa Maria Public/Capt. G. Allan Hancock Field
9810,SNA,33.67555556,-117.86833333,John Wayne Airport-Orange County
9824,SNK,32.69333333,-100.95055556,Winston Field
9825,SNL,35.35722222,-96.94277778,Shawnee Regional
9831,SNP,57.16638889,-170.2225,St. Paul Island
9836,SNS,36.66277778,-121.60638889,Salinas Municipal
9847,SNY,41.09972222,-102.985,Sidney Municipal/Lloyd W. Carr Field
9862,SOL,64.56055556,-164.44222222,Solomon State Field
9869,SOP,35.2375,-79.38916667,Moore County
9875,SOV,59.44388889,-151.705,Seldovia Airport
9878,SOW,34.26555556,-110.00555556,Show Low Regional
9880,SPA,34.91583333,-81.95638889,Spartanburg Downtown Memorial
9891,SPF,44.48111111,-103.78583333,Black Hills Clyde Ice Field
9893,SPG,27.765,-82.62694444,Albert Whitted
9897,SPI,39.84416667,-89.67805556,Abraham Lincoln Capital
9908,SPQ,33.74916667,-118.27472222,Catalina Air-Sea Terminal Heliport
9913,SPS,33.98888889,-98.49194444,Sheppard AFB/Wichita Falls Municipal
9918,SPW,43.16555556,-95.20277778,Spencer Municipal
9922,SPZ,36.17638889,-94.11916667,Springdale Municipal
9925,SQA,34.60694444,-120.07555556,Santa Ynez Airport
9927,SQI,41.74277778,-89.67638889,Whiteside County-Jos H. Bittorf Field
9929,SQL,37.51194444,-122.24944444,San Carlos Airport
9938,SQV,48.09805556,-123.18722222,Sequim Valley
9943,SRC,35.21055556,-91.7375,Searcy Municipal
9965,SRQ,27.39555556,-82.55444444,Sarasota/Bradenton International
9967,SRV,61.78972222,-156.58861111,Stony River Airport
9968,SRW,35.64583333,-80.52027778,Rowan County
9980,SSC,33.97277778,-80.47055556,Shaw AFB
9989,SSI,31.15194444,-81.39111111,Malcolm McKinnon
9993,SSM,46.48055556,-84.36805556,Sault Ste. Marie Metropolitan Area
10001,SSW,48.67277778,-123.17583333,Stuart Island Airpark
10010,STC,45.54666667,-94.06,St. Cloud Regional
10013,STE,44.54527778,-89.53027778,Stevens Point Municipal
10014,STF,33.43305556,-88.84861111,George M. Bryan
10015,STG,56.60083333,-169.56416667,St. George Island Airport
10019,STJ,39.77194444,-94.90972222,Rosecrans Memorial
10024,STK,40.61416667,-103.26416667,Sterling Municipal
10027,STL,38.74861111,-90.37,Lambert-St. Louis International
10034,STP,44.93472222,-93.06027778,St. Paul Downtown Holman Field
10035,STQ,41.4125,-78.5025,St. Marys Municipal
10041,STS,38.50972222,-122.81277778,Charles M. Schulz - Sonoma County
10056,SUA,27.18166667,-80.22138889,Witham Field
10060,SUE,44.84361111,-87.42166667,Door County Cherryland
10073,SUM,33.995,-80.36138889,Sumter Airport
10075,SUN,43.50388889,-114.29555556,Friedman Memorial
10077,SUO,43.87638889,-121.45305556,Sunriver Airport
10079,SUS,38.66222222,-90.65194444,Spirit of St. Louis
10085,SUU,38.26444444,-121.92416667,Travis AFB
10088,SUW,46.68972222,-92.09472222,Richard I Bong
10091,SUX,42.4025,-96.38444444,Sioux Gateway/Col. Bud Day Field
10093,SVA,63.68638889,-170.49305556,Savoonga Airport
10098,SVC,32.63666667,-108.15638889,Grant County
10105,SVH,35.765,-80.95388889,Statesville Regional
10111,SVN,32.01,-81.14611111,Hunter AAF
10119,SVS,66.01694444,-149.05444444,Stevens Village Airport
10125,SVW,61.09722222,-155.57472222,Sparrevohn LRRS
10137,SWD,60.13,-149.41694444,Seward Airport
10139,SWF,41.50416667,-74.10472222,Stewart International
10143,SWO,36.16138889,-97.08583333,Stillwater Regional
10149,SWW,32.46722222,-100.46666667,Avenger Field
10170,SXP,62.52055556,-164.84777778,Sheldon Point Airport
10173,SXQ,60.47527778,-151.03972222,Soldotna Airport
10178,SXY,42.3025,-75.41583333,Sidney Municipal
10180,SYA,52.71222222,174.11361111,Eareckson AS
10181,SYB,58.38333333,-152.23333333,Seal Bay Airport
10185,SYI,35.55944444,-86.4425,Bomar Field-Shelbyville Municipal
10187,SYN,44.47555556,-93.01638889,Stanton Airport
10191,SYR,43.11111111,-76.10638889,Syracuse Hancock International
10214,SZL,38.73027778,-93.54777778,Whiteman AFB
10218,SZP,34.34694444,-119.06166667,Santa Paula Airport
10231,TAD,37.25972222,-104.33916667,Las Animas County
10247,TAL,65.17444444,-152.10805556,Ralph M Calhoun Memorial
10274,TBN,37.74166667,-92.14083333,Waynesville-St. Robert Regional Forney Field
10281,TBR,32.48277778,-81.73694444,Statesboro-Bulloch County
10295,TCC,35.18277778,-103.60305556,Tucumcari Municipal
10305,TCL,33.22055556,-87.61138889,Tuscaloosa Regional
10307,TCM,47.13777778,-122.47638889,McChord Field
10320,TCS,33.23527778,-107.27,Truth Or Consequences Municipal
10324,TCT,62.99305556,-156.02972222,Takotna Airport
10330,TDF,36.28472222,-78.98472222,Person County
10332,TDW,35.17,-101.82583333,Tradewind
10333,TDZ,41.65,-83.53333333,Metcalf Field
10337,TEB,40.85,-74.06083333,Teterboro Airport
10342,TEH,63.12472222,-142.51861111,Tetlin Airport
10344,TEK,60.8725,-146.69111111,Tatitlek Airport
10354,TEX,37.95388889,-107.90888889,Telluride Regional
10377,TGE,32.49194444,-85.77555556,Sharpe Field
10393,THA,35.38,-86.24638889,Tullahoma Regional Airport/William Northern Field
10403,THP,43.65833333,-108.21305556,Hot Springs County Thermopolis Municipal
10410,THV,39.91694444,-76.87305556,York Airport
10425,TIK,35.41472222,-97.38666667,Tinker AFB
10447,TIW,47.26805556,-122.57805556,Tacoma Narrows
10449,TIX,28.51472222,-80.79916667,Space Coast Regional
10465,TKA,62.32055556,-150.09361111,Talkeetna Airport
10470,TKE,57.71666667,-135.2,Tenakee Airport
10471,TKF,39.32,-120.13944444,Truckee Tahoe
10476,TKI,55.9375,-133.325,Tokeen Airport
10478,TKJ,63.32944444,-142.95361111,Tok Junction
10483,TKL,58.49,-133.94166667,Taku Seaplane Base
10497,TLA,65.24027778,-166.33944444,Teller Airport
10504,TLF,63.37888889,-153.28416667,Telida Airport
10507,TLH,30.39666667,-84.35083333,Tallahassee Regional
10511,TLJ,62.895,-155.97805556,Tatalina LRRS
10523,TLR,36.15666667,-119.32666667,Mefford Field
10529,TLT,61.09166667,-160.94305556,Tuluksak Airport
10533,TMA,31.42888889,-83.48861111,Henry Tift Myers
10536,TMB,25.6475,-80.43333333,Kendall-Tamiami Executive
10556,TN1,36.19027778,-86.31555556,Lebanon Municipal
10558,TN2,36.05694444,-85.53,Upper Cumberland Regional
10560,TN3,35.50694444,-86.80388889,Ellington
10562,TN4,35.15416667,-87.05694444,Abernathy Field
10565,TN6,35.99805556,-89.40666667,Dyersburg Regional
10567,TN7,35.1775,-86.06611111,Winchester Municipal
10570,TNC,65.56416667,-167.9225,Tin City LRRS
10577,TNK,60.57555556,-165.27166667,Tununak Airport
10581,TNP,34.13166667,-115.94583333,Twentynine Palms Airport
10587,TNT,25.86194444,-80.89694444,Dade-Collier Training and Transition
10588,TNU,41.67444444,-93.02166667,Newton Municipal
10593,TOA,33.80333333,-118.33972222,Zamperini Field
10601,TOG,59.05361111,-160.39694444,Togiak Airport
10604,TOL,41.58694444,-83.80777778,Toledo Express
10610,TOP,39.06861111,-95.6225,Philip Billard Municipal
10613,TOR,42.06444444,-104.15277778,Torrington Municipal
10623,TPA,27.97555556,-82.53333333,Tampa International
10630,TPF,27.91555556,-82.44944444,Peter O'Knight
10631,TPH,38.06027778,-117.08694444,Tonopah Airport
10636,TPL,31.15194444,-97.41611111,Draughon-Miller Central Texas Regional
10656,TRH,35.81277778,-117.32694444,Trona Airport
10658,TRI,36.47527778,-82.4075,Tri-Cities Regional TN/VA
10662,TRM,33.62666667,-116.15972222,Jacqueline Cochran Regional
10690,TSG,63.37444444,-143.33555556,Tanacross Airport
10696,TSM,36.45805556,-105.6725,Taos Regional
10700,TSP,35.135,-118.43916667,Tehachapi Municipal
10704,TSS,40.7425,-73.97222222,East 34th Street Heliport
10711,TTD,45.54944444,-122.40138889,Portland Troutdale
10719,TTN,40.27666667,-74.81333333,Trenton Mercer
10738,TUH,35.3925,-86.08583333,Arnold AFB
10745,TUL,36.19833333,-95.88805556,Tulsa International
10754,TUP,34.26888889,-88.77,Tupelo Regional
10758,TUS,32.11611111,-110.94111111,Tucson International
10769,TVC,44.74166667,-85.58166667,Cherry Capital
10771,TVF,48.06555556,-96.185,Thief River Falls Regional
10774,TVI,30.90194444,-83.88111111,Thomasville Regional
10776,TVL,38.89388889,-119.99527778,Lake Tahoe Airport
10779,TWA,59.07444444,-160.275,Twin Hills Airport
10783,TWD,48.05388889,-122.81055556,Jefferson County International
10784,TWE,65.67916667,-164.79888889,Taylor Airport
10786,TWF,42.48194444,-114.48777778,Joslin Field - Magic Valley Regional
10787,TWH,33.425,-118.50833333,Two Harbors Airport
10790,TX1,32.74694444,-96.53055556,Mesquite Metro
10792,TX2,32.97472222,-102.845,Denver City Airport
10793,TX3,26.16611111,-97.34583333,Port Isabel - Cameron County
10794,TX4,31.67444444,-99.97694444,Bruce Field
10797,TX5,32.35361111,-97.43388889,Cleburne Regional
10798,TX6,30.52694444,-98.35888889,Horseshoe Bay Resort
10800,TX7,33.20333333,-101.33833333,Post Garza County Municipal
10805,TXK,33.45361111,-93.99111111,Texarkana Regional-Webb Field
10817,TYE,61.07666667,-151.13805556,Tyonek Airport
10824,TYR,32.35388889,-95.40277778,Tyler Pounds Regional
10826,TYS,35.81083333,-83.99416667,McGhee Tyson
10828,TYZ,34.45277778,-110.115,Taylor Airport
10860,UBF,41.68833333,-69.98972222,Chatham Municipal
10867,UBS,33.46527778,-88.38083333,Columbus-Lowndes County
10871,UCY,36.37972222,-88.98583333,Everett-Stewart Regional
10873,UDD,33.74833333,-116.27472222,Bermuda Dunes Airport
10875,UDG,34.44944444,-79.89,Darlington County Jetport
10887,UES,43.04111111,-88.23694444,Waukesha County
10893,UGB,57.42527778,-157.74,Ugashik Bay
10897,UGI,57.75,-153.31666667,Uganik Airport
10899,UGN,42.42222222,-87.86777778,Waukegan Regional
10901,UGS,57.52333333,-157.39611111,Ugashik Airport
10911,UIN,39.94305556,-91.19444444,Quincy Regional-Baldwin Field
10920,UKI,39.12583333,-123.20083333,Ukiah Municipal
10929,ULM,44.31861111,-94.50138889,New Ulm Municipal
10937,ULS,37.60388889,-101.37361111,Ulysses Airport
10942,UMB,53.37666667,-167.8875,North Shore
10948,UMM,63.33111111,-149.12888889,Summit Airport
10952,UMT,69.37111111,-152.135,Umiat Airport
10963,UNK,63.88861111,-160.79916667,Unalakleet Airport
10964,UNS,53.22388889,-168.43222222,Umnak Airport
10969,UOX,34.38444444,-89.53694444,University-Oxford
10974,UPP,20.26527778,-155.86,Upolu
10993,USI,63.86666667,-148.78333333,Usi Belli Coal Mine
11000,UST,29.95916667,-81.33972222,Northeast Florida Regional
11001,UT1,40.48194444,-111.42888889,Heber City Municipal - Russ McDonald Field
11007,UTM,34.685,-90.34777778,Tunica Municipal
11013,UTO,65.99277778,-153.70388889,Indian Mountain LRRS
11021,UUK,70.36222222,-149.02833333,North Kuparuk
11026,UVA,29.21138889,-99.74361111,Garner Field
11035,UXA,68.16666667,-163.2,Lik Camp Airport
11039,UXC,46.88388889,-96.35055556,Hawley Municipal
11041,UXD,37.11333333,-120.24694444,Chowchilla Airport
11043,UXE,45.03027778,-99.1125,Faulkton Municipal
11045,UXF,43.95027778,-111.68472222,Stanford Field
11047,UXG,40.91777778,-109.39055556,Dutch John Airport
11052,UXI,56.17166667,-133.49305556,Calder Bay Airport
11055,UXJ,37.63166667,-84.3325,Madison
11056,UXK,38.25777778,-122.60527778,Petaluma Municipal
11057,UXL,68.09722222,-165.76388889,Chariot Airport
11059,UXM,61.04444444,-158.14527778,47-Mile Mine Airport
11061,UXN,37.75111111,-82.63666667,Big Sandy Regional
11062,UXO,42.55416667,-71.75888889,Fitchburg Municipal
11064,UXP,30.36777778,-89.45472222,Stennis International
11068,UXR,37.01666667,-110.20055556,Monument Valley Airport
11070,UXS,37.83055556,-100.35055556,Cimarron Municipal
11072,LPR,41.34416667,-82.17777778,Lorain County Regional
11075,UXU,45.65388889,-84.51916667,Cheboygan County
11078,UXV,45.42472222,-117.26472222,Enterprise Municipal
11080,UXX,47.6125,-114.61333333,Hot Springs Airport
11082,UXY,47.41833333,-105.56083333,Circle Town County
11085,UXZ,47.65583333,-101.43694444,Garrison Municipal
11091,VA1,36.68694444,-77.48277778,Emporia Greensville Regional
11092,VA2,36.66555556,-76.32055556,Chesapeake Regional
11094,VA3,36.89472222,-81.35,Mountain Empire
11095,VA4,39.07805556,-77.5575,Leesburg Executive
11100,VAD,30.96861111,-83.19305556,Moody AFB
11108,VAK,61.54083333,-165.60083333,Chevak Airport
11123,VBG,34.73722222,-120.58444444,Vandenberg AFB
11137,VCB,55.06666667,-133.01666667,View Cove Airport
11145,VCT,28.8525,-96.91861111,Victoria Regional
11146,VCV,34.5975,-117.38305556,Southern California Logistics
11155,VDI,32.19277778,-82.37111111,Vidalia Regional
11164,VDZ,61.13416667,-146.24472222,Valdez Pioneer Field
11166,VEE,67.00861111,-146.36638889,Venetie Airport
11168,VEL,40.44083333,-109.51,Vernal Regional
11182,VGT,36.21055556,-115.19444444,North Las Vegas
11194,VIH,38.1275,-91.76944444,Rolla National
11198,VIK,69.67722222,-146.89916667,Kavik River Airport
11202,VIS,36.31861111,-119.39277778,Visalia Municipal
11211,VKS,32.23944444,-90.92833333,Vicksburg Municipal
11216,VLD,30.78138889,-83.27611111,Valdosta Regional
11234,VNC,27.07166667,-82.44027778,Venice Municipal
11239,VNY,34.20972222,-118.49,Van Nuys Airport
11245,VOK,43.93916667,-90.25305556,Volk Field
11247,VPC,34.12305556,-84.84861111,Cartersville Airport
11250,VPS,30.48333333,-86.52527778,Northwest Florida Regional
11253,VPZ,41.45388889,-87.00694444,Porter County Regional
11259,VRB,27.65555556,-80.41805556,Vero Beach Municipal
11270,VSF,43.34361111,-72.51722222,Hartness State
11276,VTN,42.85666667,-100.54888889,Miller Field
11279,VUJ,35.41666667,-80.15083333,Stanly County
11281,VUO,45.62055556,-122.65638889,Pearson Field
11293,VWA,31.36416667,-85.3125,Headland Municipal
11295,VWB,42.99722222,-123.31527778,Myrtle Creek Municipal
11297,VWC,36.375,-86.40833333,Sumner County Regional
11299,VWD,36.31666667,-119.62777778,Hanford Municipal
11301,VWE,47.86611111,-119.94277778,Lake Chelan
11303,VWF,43.73361111,-103.61944444,Custer County
11305,VWG,45.41833333,-123.81444444,Tillamook
11307,VWH,31.92138889,-102.38722222,Odessa Schlemeyer Field
11309,VWI,35.15111111,-118.01666667,California City Municipal
11310,VWJ,33.55722222,-80.64833333,McNeil
11312,VWK,43.05083333,-73.86166667,Saratoga County
11314,VWL,47.37527778,-94.79861111,Nary National Shefland Field
11317,VWM,41.48083333,-122.45444444,Weed Airport
11319,VWN,34.14972222,-114.26777778,Avi Suquilla
11321,VWO,48.16083333,-122.15916667,Arlington Municipal
11322,VWP,44.97972222,-114.73472222,Bernard Usfs
11323,VWQ,38.09166667,-121.35944444,Kingdon Airpark
11325,VWR,36.81638889,-118.205,Independence Airport
11326,VWS,37.7475,-97.22111111,Colonel James Jabara
11328,VWT,32.11083333,-84.18888889,Jimmy Carter Regional
11330,VWW,46.38666667,-112.76444444,Deer Lodge-City-County
11333,VWX,29.35916667,-99.1775,South Texas Regional at Hondo
11336,VWZ,62.36305556,-156.97416667,Granite Creek Mine Airport
11344,VYS,41.35027778,-89.15305556,Illinois Valley Regional
11345,VZA,60.90611111,-159.63916667,Marvel Creek Mine Airport
11346,VZB,56.00166667,-158.83333333,Mitrofania Airport
11347,VZC,57.7,-153.47333333,Mush Bay Airport
11348,VZD,57.85555556,-153.63333333,Campbell Lagoon Airport
11349,VZE,57.20833333,-154.08611111,Frazer Lake Airport
11350,VZF,58.0,-152.81666667,Afognak Straits Airport
11351,VZG,55.42833333,-162.63,Moffet Bay Airport
11353,VZH,32.67666667,-95.51083333,Mineola Wisener Field
11356,VZJ,44.09444444,-116.90361111,Payette Municipal
11358,VZL,33.79,-118.05138889,Los Alamitos AAF
11359,VZM,57.95,-157.05,Jensens Strip Airport
11360,VZN,56.25,-159.91666667,Wildman Creek Airport
11361,VZO,55.83333333,-159.86666667,Stepovak Airport
11362,VZQ,57.73333333,-155.63333333,Puale Bay Airport
11363,VZR,58.0,-154.96666667,Katmai Bay Airport
11364,VZS,57.96666667,-155.13333333,Kashvik Bay Airport
11365,VZT,57.05833333,-157.8,Cinder Mountain Airport
11366,VZU,58.75,-160.83333333,Hagemeister Island Airport
11367,VZV,58.55277778,-161.76861111,Cape Peirce Airport
11368,VZW,57.71666667,-157.71666667,Cape Greig Airport
11372,VZY,59.07,-156.04833333,Katmai Lodge Airport
11374,VZZ,44.85722222,-93.03277778,South St. Paul Municipal-Richard E. Fleming Field
11376,WA2,47.80944444,-119.63694444,Mansfield Airport
11378,WA4,47.65916667,-117.68166667,Isaacson
11379,WA5,48.425,-120.14583333,Methow Valley State
11380,WA6,48.3,-120.65,Stehekin Seaplane Landing
11381,WA7,47.83333333,-120.03333333,Chelan Seaplane Landing
11383,WAA,65.6225,-168.095,Wales Airport
11389,WAL,37.94027778,-75.46638889,Wallops Flight Facility
11392,WAR,41.27472222,-85.84,Warsaw Municipal
11393,WAS,38.88333333,-77.03333333,Washington DC Metropolitan Area
11402,WBB,63.51583333,-162.27805556,Stebbins Airport
11403,WBH,34.01666667,-118.13333333,Commerce/Montebello Heliport
11409,WBN,42.39722222,-71.15277778,Woburn Airport
11412,WBQ,66.36222222,-147.40638889,Beaver Airport
11414,WBR,43.72277778,-85.50416667,Roben-Hood
11420,WCL,57.46666667,-134.56666667,Whalers Cove Lodge Airport
11423,WCR,67.50527778,-148.48,Chandalar Lake
11424,WDB,57.37138889,-156.4125,Wide Bay Airport
11426,WDG,36.37833333,-97.78888889,Enid Woodring Regional
11431,WA8,48.71166667,-123.01833333,Waldronaire
11433,WDR,33.98277778,-83.6675,Barrow County
11441,WFB,55.35805556,-131.66833333,Ketchikan Waterfront Seaplane Base
11450,WGO,39.14361111,-78.14444444,Winchester Regional
11452,WFK,47.28555556,-68.31277778,Northern Aroostook Regional
11453,WHD,55.90361111,-130.005,Hyder Seaplane Base
11460,WHT,29.25416667,-96.15444444,Wharton Regional
11461,WI1,44.25083333,-90.85527778,Black River Falls Area
11462,WI2,45.70888889,-90.4025,Price County
11473,WJF,34.74111111,-118.21861111,General William J. Fox Airfield
11479,WKK,59.2825,-158.61777778,Aleknagik New
11480,WKL,19.91361111,-155.86388889,Waikoloa Heliport
11489,WKV,39.96527778,-75.1375,Penns Landing Seaplane Base
11490,WLB,56.28333333,-133.65,Labouchere Bay Airport
11492,WLD,37.16861111,-97.0375,Strother Field
11498,WLK,66.60027778,-159.98583333,Selawik Airport
11499,WLM,42.3675,-71.23472222,Waltham Hospital Heliport
11505,WLW,39.51583333,-122.21722222,Willows Glenn County
11509,WMC,40.89666667,-117.80583333,Winnemucca Municipal
11512,WMH,36.36888889,-92.47055556,Baxter County
11513,WMK,55.74,-132.25333333,Meyers Chuck Seaplane Base
11515,WMO,64.68916667,-163.41277778,White Mountain Airport
11520,WNA,60.69027778,-161.97861111,Napakiak Airport
11531,WOD,59.06666667,-134.75,Wood River Airport
11533,WOW,61.75416667,-150.05166667,Willow Airport
11539,WQA,42.65472222,-76.79638889,Ovid Airport
11541,WQB,46.76805556,-100.89444444,Mandan Municipal
11543,WQC,46.25138889,-114.12555556,Ravalli County
11545,WQD,41.89055556,-121.36055556,Tulelake Municipal
11547,WQE,40.49194444,-123.59833333,Dinsmore Airport
11550,WQF,43.6425,-111.92944444,Rigby Airport
11552,WQG,34.37694444,-117.31611111,Hesperia Airport
11554,WQH,41.88722222,-121.97555556,Butte Valley
11556,WQI,46.66222222,-118.83333333,Connell City
11557,WQJ,70.8,-158.33333333,Peard Bay Airport
11559,WQK,46.33111111,-111.4825,Townsend Airport
11560,WQL,64.59055556,-163.77527778,Bluff Airport
11562,CWF,30.21055556,-93.14305556,Chennault International
11563,WQN,37.35833333,-85.30944444,Taylor County
11565,WQO,34.87055556,-118.20555556,Rosamond Skypark
11567,WQP,35.10138889,-120.62222222,Oceano County
11570,WQQ,43.725,-103.35,Custer State Park
11571,WQR,58.73416667,-157.00722222,Tibbetts
11573,WQS,48.13444444,-105.16222222,Poplar Municipal
11575,WQT,45.29166667,-108.92583333,Bridger Municipal
11577,WQU,34.14555556,-103.41027778,Portales Municipal
11578,WQW,55.91444444,-161.6375,David River Airport
11579,WQX,57.01666667,-153.66666667,Kiavak Airport
11580,WQY,58.05277778,-153.05,Port Wakefield Airport
11583,WQZ,56.25555556,-158.77777778,Chignik Lake Airport
11585,WRB,32.64027778,-83.59194444,Robins AFB
11589,WRG,56.48444444,-132.36972222,Wrangell Airport
11591,WRI,40.01555556,-74.59166667,McGuire Field
11594,WRL,43.96277778,-107.95055556,Worland Municipal
11597,WSB,55.51666667,-133.63333333,Steamboat Bay Airport
11599,WSG,40.13638889,-80.29027778,Washington County
11601,WSH,40.82194444,-72.86694444,Brookhaven
11603,WSJ,57.73111111,-153.31833333,San Juan Airport
11606,WSM,67.405,-150.12083333,Wiseman Airport
11608,WSN,58.70194444,-157.0025,South Naknek 2
11612,WST,41.34972222,-71.80333333,Westerly State
11613,WSX,48.66666667,-122.88333333,Westsound Airport
11617,WTC,40.7125,-74.015,World Trade Center Heliport
11621,WTK,67.56111111,-162.98055556,Noatak Airport
11623,WTL,60.33527778,-162.66694444,Tuntutuliak Airport
11626,WTR,33.81055556,-109.98583333,Whiteriver Airport
11631,WTT,60.77722222,-148.72166667,Whittier Airport
11638,WUJ,40.19388889,-110.38305556,Duchesne Municipal
11639,WUQ,47.00555556,-124.15833333,Avco
11645,WV1,38.29444444,-81.56555556,Mcs-Pad Heliport
11652,WVI,36.93555556,-121.78944444,Watsonville Municipal
11656,WVL,44.53333333,-69.67555556,Waterville Robert Lafleur
11658,WWA,61.57194444,-149.53944444,Wasilla Airport
11660,WWD,39.00861111,-74.90833333,Cape May County
11664,WWP,56.11666667,-133.11666667,Whale Pass Airport
11666,WWR,36.43805556,-99.52277778,West Woodward
11668,WWT,60.93916667,-164.64138889,Newtok Airport
11670,WY1,42.7975,-109.81111111,Ralph Wenz Field
11673,WYB,55.91611111,-131.80111111,Yes Bay Lodge Seaplane Base
11679,WYS,44.68833333,-111.11777778,Yellowstone
11697,XES,42.61444444,-88.39,Americana
11708,XMD,44.01638889,-97.08555556,Madison Municipal
11716,XNA,36.28166667,-94.30777778,Northwest Arkansas Regional
11732,XSD,37.79888889,-116.78083333,Tonopah Test Range
11734,XSM,38.31527778,-76.55,St. Mary's County Regional
11740,XWA,60.96166667,-151.33166667,Granite Point Ndb
11741,XWC,56.88333333,-156.56666667,Yantarni Bay Airport
11746,XWE,47.14472222,-124.18916667,Copalis State
11748,XWF,42.72666667,-114.45666667,Jerome County
11751,XWH,36.83694444,-108.02861111,Aztec Municipal
11753,XWJ,45.00444444,-69.2375,Dexter Regional
11755,XWK,47.43222222,-122.66777778,Port Orchard Airport
11757,XWL,43.20916667,-112.34972222,McCarley Field
11761,XWN,26.90805556,-80.32833333,William P Gwinn
11763,XWO,41.18805556,-103.6775,Kimball Municipal/Robert E. Arraj Field
